ProductGroupID;ProductGroupDescription;BooksEcobookstoreDescription;BooksFairnopolyID;BooksFairnopolyDescription;BooksGoogleDescription
461;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Allgemein, Lexika;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher
462;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Ratgeber;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher
463;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Gesunde Ernährung;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher
464;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Fitness, Aerobic, Bodybuilding, Gymnastik;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher
465;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Entspannung, Yoga, Meditation, Autogenes Training;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher 
466;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Schönheit, Kosmetik;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher 
469;Sachbuch, Ratgeber/Gesundheit, Körperpflege/Sonstiges;Ratgeber & Reiseführer;268;Bücher/Ratgeber/Gesundheit;Medien > Bücher > Sachliteratur > Gesundheits- & Fitnessbücher
470;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Allgemein;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele 
471;Sachbuch, Ratgeber/Esoterik, Anthroposophie;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele
472;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Esoterik;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele
473;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Astrologie;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele
474;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Tarot, Lebensdeutung, Orakel;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele
475;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Grenzwissenschaften;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele
478;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Anthroposophie;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele
479;Sachbuch, Ratgeber/Esoterik, Anthroposophie/Sonstiges;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele 
480;Sachbuch, Ratgeber/Ratgeber;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Selbsthilfebücher
481;Sachbuch, Ratgeber/Ratgeber/Lebensführung;Ratgeber & Reiseführer;269;Bücher/Ratgeber/Lebenshilfe;Medien > Bücher > Sachliteratur > Selbsthilfebücher
482;Sachbuch, Ratgeber/Ratgeber;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Selbsthilfebücher
483;Sachbuch, Ratgeber/Ratgeber/Partnerschaft, Beziehungen;Ratgeber & Reiseführer;272;Bücher/Ratgeber/Partnerschaft;Medien > Bücher > Sachliteratur > Selbsthilfebücher
485;Sachbuch, Ratgeber/Ratgeber/Praktische Tipps;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Bücher zu Körper, Geist & Seele 
487;Sachbuch, Ratgeber/Ratgeber/Briefe, Bewerbungen, Wissenschaftliche Arbeiten, Rhetorik;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Selbsthilfebücher 
489;Sachbuch, Ratgeber/Ratgeber/Sonstiges;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Selbsthilfebücher 
490;Sachbuch, Ratgeber/Ratgeber/Sachbuch;Ratgeber & Reiseführer;186;Bücher/Ratgeber;Medien > Bücher > Sachliteratur > Selbsthilfebücher
500;Geisteswissenschaften, Kunst, Musik;Fachbücher;189;Bücher/Fachbücher;Medien > Bücher > Sachliteratur
510;Geisteswissenschaften, Kunst, Musik/Allgemein;Fachbücher;189;Bücher/Fachbücher;Medien > Bücher > Sachliteratur
520;Geisteswissenschaften, Kunst, Musik/Philosophie;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher 
521;Geisteswissenschaften, Kunst, Musik/Philosophie/Populäre Darstellungen;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher
522;Geisteswissenschaften, Kunst, Musik/Philosophie/Allgemein, Lexika;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher 
523;Geisteswissenschaften, Kunst, Musik/Philosophie/Antike;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher
524;Geisteswissenschaften, Kunst, Musik/Philosophie/Mittelalter;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher 
525;Geisteswissenschaften, Kunst, Musik/Philosophie/Renaissance und Aufklärung;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher 
526;Geisteswissenschaften, Kunst, Musik/Philosophie/Deutscher Idealismus 19. Jahrhundert;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher
527;Geisteswissenschaften, Kunst, Musik/Philosophie/Philosophie im 20. und 21. Jahrhundert;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher 
528;Geisteswissenschaften, Kunst, Musik/Philosophie/Östliche Philosophie;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher 
529;Geisteswissenschaften, Kunst, Musik/Philosophie/Sonstiges;Fachbücher;298;Bücher/Fachbücher/Philosophie;Medien > Bücher > Sachliteratur > Philosophiebücher
530;Geisteswissenschaften, Kunst, Musik/Psychologie;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher 
531;Geisteswissenschaften, Kunst, Musik/Psychologie/Psychologische Ratgeber;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher 
532;Geisteswissenschaften, Kunst, Musik/Psychologie/Allgemein, Lexika;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher 
533;Geisteswissenschaften, Kunst, Musik/Psychologie/Grundlagen, Methodik, Statistik;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher
534;Geisteswissenschaften, Kunst, Musik/Psychologie/Theoretische Psychologie;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher
535;Geisteswissenschaften, Kunst, Musik/Psychologie/Angewandte Psychologie;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher
536;Geisteswissenschaften, Kunst, Musik/Psychologie/Psychoanalyse;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher
538;Geisteswissenschaften, Kunst, Musik/Psychologie/Einzelne Psychologen;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher 
539;Geisteswissenschaften, Kunst, Musik/Psychologie/Sonstiges;Fachbücher;301;Bücher/Fachbücher/Psychologie;Medien > Bücher > Sachliteratur > Psychologiebücher
540;Geisteswissenschaften, Kunst, Musik/Religion, Theologie;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
541;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Populäre Schriften;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
542;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Allgemein, Lexika;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
543;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Biografien;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher 
544;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Christentum;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
545;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Praktische Theologie;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
546;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Judentum;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
547;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Nichtchristliche Religionen;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
548;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Bibelausgaben, Gesangbücher, Predigthilfen;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
549;Geisteswissenschaften, Kunst, Musik/Religion, Theologie/Sonstiges;Fachbücher;305;Bücher/Fachbücher/Theologie;Medien > Bücher > Sachliteratur > Religionsbücher
550;Geisteswissenschaften, Kunst, Musik/Geschichte;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher 
551;Geisteswissenschaften, Kunst, Musik/Geschichte/Regionalgeschichte;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher
552;Geisteswissenschaften, Kunst, Musik/Geschichte/Allgemein, Lexika;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher 
553;Geisteswissenschaften, Kunst, Musik/Geschichte/Vorgeschichte, Frühgeschichte;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher 
554;Geisteswissenschaften, Kunst, Musik/Geschichte/Altertum;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher 
555;Geisteswissenschaften, Kunst, Musik/Geschichte/Mittelalter;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher 
556;Geisteswissenschaften, Kunst, Musik/Geschichte/Neuzeit;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher
557;Geisteswissenschaften, Kunst, Musik/Geschichte/Geschichte im 20. Jahrhundert;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher 
558;Geisteswissenschaften, Kunst, Musik/Geschichte/Zeitgeschichte, Politik ab 1949;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher
559;Geisteswissenschaften, Kunst, Musik/Geschichte/Sonstiges;Fachbücher;287;Bücher/Fachbücher/Geschichte;Medien > Bücher > Sachliteratur > Geschichtsbücher
560;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher
561;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Nachschlagewerke;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher
562;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Allgemein;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher 
563;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Deutschsprachige;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher
564;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Englische, Amerikanische;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher 
565;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Germanische;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher
566;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Romanische;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher
567;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Klassische;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher
568;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Slawische;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher 
569;Geisteswissenschaften, Kunst, Musik/Sprachwissenschaft/Sonstiges;Fachbücher;303;Bücher/Fachbücher/Sprachwissenschaft;Medien > Bücher > Sachliteratur > Sprach- & Linguistikbücher 
570;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
571;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Allgemein, Lexika;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
572;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Gattungen, Methoden;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
573;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Deutschsprachige;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
574;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Englische, Amerikanische;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften 
575;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Germanische;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
576;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Romanische;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
577;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Klassische;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften
578;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Slawische;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften 
579;Geisteswissenschaften, Kunst, Musik/Literaturwissenschaft/Sonstiges;Fachbücher;292;Bücher/Fachbücher/Literaturwissenschaft;Medien > Bücher > Sachliteratur > Literaturwissenschaften 
580;Geisteswissenschaften, Kunst, Musik/Kunst;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher 
581;Geisteswissenschaften, Kunst, Musik/Kunst/Antiquitäten;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur
582;Geisteswissenschaften, Kunst, Musik/Kunst/Allgemein;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher
583;Geisteswissenschaften, Kunst, Musik/Kunst/Kunstgeschichte;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher
584;Geisteswissenschaften, Kunst, Musik/Kunst/Bildende Kunst;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher 
585;Geisteswissenschaften, Kunst, Musik/Kunst/Architektur;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher 
586;Geisteswissenschaften, Kunst, Musik/Kunst/Innenarchitektur, Design;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher
587;Geisteswissenschaften, Kunst, Musik/Kunst/Fotografie;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher
588;Geisteswissenschaften, Kunst, Musik/Kunst/Theater, Ballett, Film, Fernsehen;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur
589;Geisteswissenschaften, Kunst, Musik/Kunst/Sonstiges;Fachbücher;291;Bücher/Fachbücher/Kunst;Medien > Bücher > Sachliteratur > Kunstbücher
590;Geisteswissenschaften, Kunst, Musik/Musik;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher 
591;Geisteswissenschaften, Kunst, Musik/Musik/Liederbücher, Operntexte, Musik-CDs;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher 
592;Geisteswissenschaften, Kunst, Musik/Musik/Allgemein, Handbücher, Lexika;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher 
593;Geisteswissenschaften, Kunst, Musik/Musik/Musikgeschichte;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher
594;Geisteswissenschaften, Kunst, Musik/Musik/Musiktheorie, Musiklehre;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher
595;Geisteswissenschaften, Kunst, Musik/Musik/Instrumentenunterricht;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher
596;Geisteswissenschaften, Kunst, Musik/Musik/Instrumentenkunde;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher 
597;Geisteswissenschaften, Kunst, Musik/Musik/Biografien, Monographien;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher
598;Geisteswissenschaften, Kunst, Musik/Musikalien;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher
599;Geisteswissenschaften, Kunst, Musik/Musik/Sonstiges;Fachbücher;296;Bücher/Fachbücher/Musikwissenschaft;Medien > Bücher > Sachliteratur > Musikbücher
600;Mathematik, Naturwissenschaften, Technik, Medizin;Fachbücher;189;Bücher/Fachbücher;Medien > Bücher > Sachliteratur 
610;Mathematik, Naturwissenschaften, Technik, Medizin/Naturwissenschaften, Technik;Fachbücher;304;Bücher/Fachbücher/Technik;Medien > Bücher > Sachliteratur
620;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
621;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Populäre Darstellungen;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
622;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Allgemein, Lexika;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
623;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Grundlagen;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
624;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Arithmetik, Algebra;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
625;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Geometrie;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher 
626;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Topologie;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher 
627;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Analysis;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
628;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Wahrscheinlichkeitstheorie;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher
629;Mathematik, Naturwissenschaften, Technik, Medizin/Mathematik/Sonstiges;Fachbücher;293;Bücher/Fachbücher/Mathematik;Medien > Bücher > Sachliteratur > Mathematikbücher 
630;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher
631;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Allgemein, Lexika;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher
632;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Informatik, Softwareentwicklung;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher
633;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Programmiersprachen;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher
634;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Betriebssysteme, Benutzeroberflächen;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher 
635;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Anwendungssoftware;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher 
636;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Internet, Datenkommunikation, Netzwerke;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher 
637;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Hardware;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher
638;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Computerspiele;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher
639;Mathematik, Naturwissenschaften, Technik, Medizin/Informatik, EDV/Sonstiges;Fachbücher;288;Bücher/Fachbücher/Informatik;Medien > Bücher > Sachliteratur > Computerbücher 
640;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher
641;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Populäre Darstellungen;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher 
642;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Allgemein, Lexika;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher
643;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Mechanik, Akustik;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher
644;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Elektrizität, Magnetismus, Optik;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher
645;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Thermodynamik;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher 
646;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Atomphysik, Kernphysik;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher 
647;Mathematik, Naturwissenschaften, Technik, Medizin/Physik, Astronomie/Theoretische Physik;Fachbücher;299;Bücher/Fachbücher/Physik & Astronomie;Medien > Bücher > Sachliteratur > Wissenschaftsbücher 
